OPDIV,FAIN,"Obligation Document
Numbers",Recipient Name,Recipient State,Country,"Action Date (Date
Terminated)",Total Amount Obligated,Total Amount Expended,"Total Payment Amount (As
of Termination)","Unliquidated Obligations
(As of Termination)",Award Title,Presidential Action,"For Cause (Put
X if applicable)",page
NIH,R25EB036584,REB036584A,"UNIVERSITY OF TEXAS AT
SAN ANTONIO",Texas,UNITED STATES,4/29/2025,-,-,-,-,"BIOMEDICAL ENGINEERING SUPERHEROES:
Health Science, Engineering, and Data Science
Elementary Curriculum Development & Outreach
Program",Departmental Authority,-,62
NIH,R25ES025505,RES025505B,"Trustees Of Columbia
University In The City Of New
York",New York,UNITED STATES,5/19/2025,-,-,-,-,"Undergraduate Research Program to Promote
Diversity in EHS",Departmental Authority,-,62
NIH,R25ES030240,RES030240B,"GEORGIA STATE
UNIVERSITY",GEORGIA,UNITED STATES,4/17/2025,-,-,-,-,"EMPOWER 2.0 (Engaging Multi-Disciplinary
Professional Opportunities for Women in
Environmental Research)",Departmental Authority,-,62
NIH,R25ES037155,RES037155A,"UNIVERSITY OF TEXAS AT
AUSTIN",Texas,UNITED STATES,3/4/2026,-,-,-,-,"LEADER Summer Undergraduate Research
Experience Program",Bilateral Termination,-,62
NIH,R25GM060566,RGM060566F,SPELMAN COLLEGE,GEORGIA,UNITED STATES,3/21/2025,-,-,-,-,The Next Generation of Black Women Scientists,Departmental Authority,-,62
NIH,R25GM064118,RGM064118F,"ICAHN SCHOOL OF
MEDICINE AT MOUNT SINAI",New York,UNITED STATES,4/17/2025,-,-,-,-,"Postbaccalaureate Research Education Program
(PREP)",Departmental Authority,-,62
NIH,R25GM064120,RGM064120F,"UNIVERSITY OF MISSOURI-
COLUMBIA",MISSOURI,UNITED STATES,4/14/2025,-,-,-,-,MU PREP Scholars,Departmental Authority,-,62
NIH,R25GM066522,RGM066522F,UNIVERSITY OF CHICAGO,ILLINOIS,UNITED STATES,4/14/2025,-,-,-,-,The University of Chicago PREP,Departmental Authority,-,62
NIH,R25GM066526,RGM066526E,"UNIVERSITY OF SOUTH
CAROLINA AT COLUMBIA",SOUTH CAROLINA,UNITED STATES,4/14/2025,-,-,-,-,"UofSC Postbaccalaureate Research Education
Program",Departmental Authority,-,62
NIH,R25GM066534,RGM066534F,"VIRGINIA POLYTECHNIC
INSTITUTE & STATE
UNIVERSITY",Virginia,UNITED STATES,3/25/2025,-,-,-,-,"Virginia Tech Postbaccalaureate Research
Education Program (VT PREP)",Departmental Authority,-,63
NIH,R25GM066567,RGM066567E,TUFTS UNIVERSITY BOSTON,MASSACHUSETTS,UNITED STATES,4/14/2025,-,-,-,-,"Tufts Post-Baccalaureate Research Education
Program",Departmental Authority,-,63
NIH,R25GM069234,RGM069234F,"BAYLOR COLLEGE OF
MEDICINE",TEXAS,UNITED STATES,4/14/2025,-,-,-,-,"YEARS 19 - 23: BCM POST-BACCALAUREATE
RESEARCH EDUCATION PROGRAM",Departmental Authority,-,63
NIH,R25GM071745,RGM071745E,"UNIVERSITY OF
PENNSYLVANIA",PENNSYLVANIA,UNITED STATES,4/14/2025,-,-,-,$743.00,"UPenn Post Baccalaureate Research Education
Program.",Departmental Authority,-,63
NIH,R25GM086256,RGM086256E,"UNIVERSITY OF ALABAMA
AT BIRMINGHAM",ALABAMA,UNITED STATES,4/14/2025,-,-,-,-,UAB PREP Scholars Program,Departmental Authority,-,63
NIH,R25GM086262,RGM086262E,"UNIVERSITY OF MICHIGAN
AT ANN ARBOR",MICHIGAN,UNITED STATES,4/14/2025,-,-,-,-,"University of Michigan Postbaccalaureate Research
Education Program (UM PREP)",Departmental Authority,-,63
NIH,R25GM089569,RGM089569D,"UNIV OF NORTH CAROLINA
CHAPEL HILL",NORTH CAROLINA,UNITED STATES,4/14/2025,-,-,-,-,UNC PREP in the Biomedical Sciences,Departmental Authority,-,63
NIH,R25GM089571,RGM089571C,OHIO STATE UNIVERSITY,Ohio,UNITED STATES,4/17/2025,-,-,-,-,"Ohio State University Discovery PREP for
Biomedical Research",Departmental Authority,-,63
NIH,R25GM089614,RGM089614C,"VIRGINIA COMMONWEALTH
UNIVERSITY",Virginia,UNITED STATES,4/17/2025,-,-,-,-,"Virginia Commonwealth University
Postbaccalaureate Research Education Program",Departmental Authority,-,63
NIH,R25GM109432,RGM109432C,"INDIANA UNIVERSITY
INDIANAPOLIS",INDIANA,UNITED STATES,4/14/2025,-,-,-,-,"IPREP: IUPUI Graduate Preparation for the
Biomedical and Behavioral Sciences",Departmental Authority,-,63
NIH,R25GM109435,RGM109435C,UNIVERSITY OF GEORGIA,GEORGIA,UNITED STATES,3/12/2025,-,-,-,-,PREP at University of Georgia,Departmental Authority,-,63
NIH,R25GM113278,RGM113278B,"MEDICAL UNIVERSITY OF
SOUTH CAROLINA",SOUTH CAROLINA,UNITED STATES,4/14/2025,-,-,-,-,"MUSC Post-Baccalaureate Research Education
Program",Departmental Authority,-,63
NIH,R25GM121212,RGM121212B,"UNIVERSITY OF ILLINOIS AT
CHICAGO",Illinois,UNITED STATES,4/17/2025,-,-,-,-,"UIC Portal to Biomedical Research Careers PREP
(UIC PBRC-PREP)",Departmental Authority,-,63
NIH,R25GM121231,RGM121231B,"NORTHWESTERN
UNIVERSITY",Illinois,UNITED STATES,5/13/2025,-,-,-,-,"Northwestern University Postbaccalaureate
Research Education Program",Departmental Authority,-,63
NIH,R25GM132758,RGM132758A,"UNIVERSITY OF
ROCHESTER",NEW YORK,UNITED STATES,3/10/2025,-,-,-,-,"One Health Education: Connecting Humans,
Animals, and the Environment",Departmental Authority,-,63
NIH,R25GM132910,RGM132910A,DUQUESNE UNIVERSITY,PENNSYLVANIA,UNITED STATES,3/10/2025,-,-,-,-,"Partnerships for Prevention: A plan for managing
student stress, anxiety, and pain through
interactiveÂ media.",Departmental Authority,-,63
NIH,R25GM142027,RGM142027A,"UNIVERSITY OF ALABAMA IN
TUSCALOOSA",ALABAMA,UNITED STATES,6/2/2025,-,-,-,-,"The Health Sciences & Technology Academy â€“
Alabama (HSTA-AL)",Departmental Authority,-,63
NIH,R25GM142060,RGM142060A,"UNIV OF NORTH CAROLINA
CHAPEL HILL",NORTH CAROLINA,UNITED STATES,5/29/2025,-,-,-,-,"Iterative Design to Engage All (IDEA) Learners: A
teacher-scientist collaboration to feature biomedical
research and engage diverse high school students",Departmental Authority,-,63
NIH,R25GM142063,RGM142063A,"NEW YORK HALL OF
SCIENCE",NEW YORK,UNITED STATES,6/2/2025,-,-,-,-,"Preventable Differences: Exploring Public Health
Careers with Black and Latino Youth",Departmental Authority,-,63
NIH,R25GM144169,RGM144169A,"UNIVERSITY OF OKLAHOMA
HLTH SCIENCES CTR",OKLAHOMA,UNITED STATES,4/14/2025,-,-,-,-,"Post-Baccalaureate Research and Education
Program (PREP) for Oklahoma",Departmental Authority,-,63
NIH,R25GM144253,RGM144253A,UNIVERSITY OF UTAH,Utah,UNITED STATES,3/25/2025,-,-,-,-,Intermountain PREP,Departmental Authority,-,63
NIH,R25GM146272,RGM146272A,UNIVERSITY OF GEORGIA,GEORGIA,UNITED STATES,6/2/2025,-,-,-,-,"SISTEMAS: Stimulating Immersive Science Through
Engaging Motivating and Authentic Scenarios",Departmental Authority,-,63
NIH,R25GM146290,RGM146290A,"UNIVERSITY OF ARKANSAS
AT FAYETTEVILLE",ARKANSAS,UNITED STATES,5/30/2025,-,-,-,-,"STEAM Education and Training for
Underrepresented Students and Teachers in the
Arkansas Delta",Departmental Authority,-,63
NIH,R25GM146301,RGM146301A,"FLORIDA INTERNATIONAL
UNIVERSITY",FLORIDA,UNITED STATES,6/2/2025,-,-,-,-,"Authentic Bioinformatics in the Classroom (ABC)
Project",Departmental Authority,-,63
NIH,R25GM148309,RGM148309A,"LSU HEALTH SCIENCES
CENTER",LOUISIANA,UNITED STATES,4/14/2025,-,-,-,-,"LSUHSC-New Orleans Postbaccalaureate Research
Education Program in Biomedical Sciences",Departmental Authority,-,63
NIH,R25GM148311,RGM148311A,"UNIVERSITY OF NOTRE
DAME",INDIANA,UNITED STATES,4/14/2025,-,-,-,-,"University of Notre Dame Post-baccalaureate
Research and Education Program",Departmental Authority,-,63
NIH,R25GM148314,RGM148314A,UNIVERSITY OF LOUISVILLE,KENTUCKY,UNITED STATES,4/14/2025,-,-,-,-,"University of Louisville Biomedical Integrative
Opportunity for Mentored Experience Development -
PREP (UL-BIOMED-PREP)",Departmental Authority,-,63
NIH,R25GM149980,RGM149980A,"CHILDREN'S HOSP OF
PHILADELPHIA",PENNSYLVANIA,UNITED STATES,3/12/2025,-,-,-,-,"Developing Modules to Address Microaggressions
and Discriminatory Behaviors",Departmental Authority,-,63
NIH,R25GM150140,RGM150140A,"OREGON MUSEUM OF
SCIENCE & INDUSTRY",Oregon,UNITED STATES,8/20/2025,-,-,-,-,Wildfire and Human Health in a Changing Climate,Bilateral Termination,-,63
NIH,R25GM150142,RGM150142A,UNIVERSITY OF IDAHO,IDAHO,UNITED STATES,4/1/2025,-,-,-,-,"Eradicating Misconceptions about Viruses using
Multimodal Trace Data in an Intelligent Game-based
Environment across Educational Contexts",Departmental Authority,-,64
NIH,R25GM150172,RGM150172A,WETA TV 26,VIRGINIA,UNITED STATES,4/1/2025,-,-,-,-,"PBS NewsHour STEM StoryMaker: Project-based
learning for youth health literacy and biomedical
career awareness through journalism and storytelling",Departmental Authority,-,64
NIH,R25GM152359,RGM152359A,"MONTANA STATE
UNIVERSITY - BOZEMAN",MONTANA,UNITED STATES,3/21/2025,-,-,-,-,"PREP-MT: Providing Research Education for
Postbaccalaureate Trainees in Montana",Departmental Authority,-,64
NIH,R25GM152362,RGM152362A,"WEILL MEDICAL COLL OF
CORNELL UNIV",NEW YORK,UNITED STATES,6/6/2025,-,-,-,-,"Advancing Success and Persistence in Research
Education (ASPiRE)",Departmental Authority,-,64
NIH,R25GM154344,RGM154344A,TUFTS UNIVERSITY BOSTON,MASSACHUSETTS,UNITED STATES,5/29/2025,-,-,-,-,"Addictive Behaviors: A collaborative co-design
program to promote health literacy and career
awareness in high schools",Departmental Authority,-,64
NIH,R25GM154354,RGM154354A,UNIVERSITY OF MONTANA,MONTANA,UNITED STATES,5/29/2025,-,-,-,-,"Empowering Rural Students to Address Public and
Climate Health Through Research",Departmental Authority,-,64
NIH,R25GM154358,RGM154358A,"FRED HUTCHINSON
CANCER CENTER",WASHINGTON,UNITED STATES,5/29/2025,-,-,-,-,"Reducing Inequities by Promoting Participatory
Learning Experiences in Science (RIPPLES)",Departmental Authority,-,64
NIH,R25GM154360,RGM154360A,"SOUTHERN ILLINOIS
UNIVERSITY AT
EDWARDSVILLE",Illinois,UNITED STATES,6/5/2025,-,-,-,-,"Increasing High School Student Social Capital for
Success in Health Professions",Departmental Authority,-,64
NIH,R25GM154371,RGM154371A,"UNIVERSITY OF
ROCHESTER",NEW YORK,UNITED STATES,6/2/2025,-,-,-,-,"Culturally Responsive Education to Enhance STEM
(CRE2STEM)",Departmental Authority,-,64
NIH,R25GM154373,RGM154373A,"UNIVERSITY OF VERMONT &
ST AGRIC COLLEGE",VERMONT,UNITED STATES,6/2/2025,-,-,-,-,New American Youth on the Rise,Departmental Authority,-,64
NIH,R25HD074544,RHD074544C,Columbia University,NEW YORK,UNITED STATES,3/12/2025,-,-,-,-,"Fragile Families Summer Data Training Workshop
Series 2021-2025",Departmental Authority,-,64
NIH,R25HD108670,RHD108670A,"KENNESAW STATE
UNIVERSITY RESEARCH &
SERVICE FOUNDATION",Georgia,UNITED STATES,5/16/2025,-,-,-,-,"Bioengineering Research and Interdisciplinary
Training â€“ ESTEEMED (BRITE)",Departmental Authority,-,64
NIH,R25HG006682,RHG006682D,"BROAD INSTITUTE, INC.",MASSACHUSETTS,UNITED STATES,4/14/2025,-,-,-,-,"Promoting Diversity, Equity, Inclusion, and Belonging
in Genomic Research.",Departmental Authority,-,64
NIH,R25HG006687,RHG006687D,WASHINGTON UNIVERSITY,Missouri,UNITED STATES,4/15/2025,-,-,-,-,"Expanding Opportunities in Genomic Research for
Underrepresented Students",Departmental Authority,-,64
NIH,R25HG009644,RHG009644B,Duke University,North Carolina,UNITED STATES,4/15/2025,-,-,-,-,Summer Scholars in Genome Sciences & Medicine,Departmental Authority,-,64
NIH,R25HG010028,RHG010028B,"UNIVERSITY OF ALABAMA
AT BIRMINGHAM",ALABAMA,UNITED STATES,4/15/2025,-,-,-,-,"Summer Undergraduate and Postbacc Experiences
in Genomic Medicine (SUPER-GM)",Departmental Authority,-,64
NIH,R25HG010857,RHG010857A,STANFORD UNIVERSITY,CALIFORNIA,UNITED STATES,3/12/2025,-,-,-,-,"Genomics Diversity Summer Program (GDSP) at
Stanford",Departmental Authority,-,64
NIH,R25HG012219,RHG012219A,"UNIV OF NORTH CAROLINA
CHAPEL HILL",NORTH CAROLINA,UNITED STATES,4/14/2025,-,-,-,-,"Educational Pathways to increase Diversity in
Genomics (EDGE) at UNC Chapel Hill",Departmental Authority,-,64
NIH,R25HG012733,RHG012733A,JACKSON LABORATORY,MAINE,UNITED STATES,4/14/2025,-,-,-,-,"JAX Diversity Action Plan (DAP) Post-Baccalaureate
Program in Genomics (gDAP)",Departmental Authority,-,64
NIH,R25HG013857,RHG013857A,HAMPTON UNIVERSITY,Virginia,UNITED STATES,4/15/2025,-,-,-,-,"Enhancing Diversity in Genomics Education and
Research (EDGER)",Departmental Authority,-,64
NIH,R25HL007785,RHL007785H,TUFTS UNIVERSITY BOSTON,MASSACHUSETTS,UNITED STATES,6/13/2025,-,-,-,-,Building Diversity in Biomedical Sciences,Departmental Authority,-,64
NIH,R25HL084665,RHL084665D,"UNIVERSITY OF
PENNSYLVANIA",PENNSYLVANIA,UNITED STATES,6/13/2025,-,-,-,-,"Short-Term Research Education Program to
Increase Diversity in Health-Related Research",Departmental Authority,-,64
NIH,R25HL084762,RHL084762E,"JOHNS HOPKINS
UNIVERSITY",MARYLAND,UNITED STATES,6/13/2025,-,-,-,-,"Short-Term Training Program to Increase Diversity in
Health-Related Research",Departmental Authority,-,64
NIH,R25HL088992,RHL088992E,BROWN UNIVERSITY,Rhode Island,UNITED STATES,6/16/2025,-,-,-,-,"Short-Term Training Program to Increase Diversity in
Health-Related Research",Departmental Authority,-,64
NIH,R25HL096260,RHL096260C,Columbia University,NEW YORK,UNITED STATES,3/12/2025,-,-,-,-,"BEST-DP: Biostatistics & Epidemiology Summer
Training Diversity Program",Departmental Authority,-,64
NIH,R25HL105400,RHL105400D,WASHINGTON UNIVERSITY,MISSOURI,UNITED STATES,6/13/2025,-,-,-,-,"PRIDE Summer Institute in Cardiovascular Disease
Comorbidities, Genetics and Epidemiology (CVD-
CGE)",Departmental Authority,-,64
NIH,R25HL106365,RHL106365E,AUGUSTA UNIVERSITY,GEORGIA,UNITED STATES,6/13/2025,-,-,-,-,"PRIDE-Functional and Translational Genomics of
Blood Disorders",Departmental Authority,-,64
NIH,R25HL126140,RHL126140C,UNIVERSITY OF ARIZONA,ARIZONA,UNITED STATES,6/13/2025,-,-,-,-,"Translational Approaches to Health Disparities in
Lung, Sleep, and Pandemics",Departmental Authority,-,64
NIH,R25HL126145,RHL126145D,UNIVERSITY OF HOUSTON,TEXAS,UNITED STATES,6/13/2025,-,-,-,-,"Obesity Health Disparities Research PRIDE Program
(OHD PRIDE)",Departmental Authority,-,64
NIH,R25HL152862,RHL152862A,"UNIVERSITY OF
CONNECTICUT SCH OF
MED/DNT",CONNECTICUT,UNITED STATES,6/13/2025,-,-,-,-,"Increasing Research Experiences for Multicultural
Students",Departmental Authority,-,65
NIH,R25HL156002,RHL156002A,Columbia University,NEW YORK,UNITED STATES,3/14/2025,-,-,-,-,"Training in Cardiovascular Sciences for Under
Represented Students",Departmental Authority,-,65
NIH,R25HL161786,RHL161786A,Columbia University,NEW YORK,UNITED STATES,3/14/2025,-,-,-,-,"Summer Institute for Training in Biostatistics and
Data Science at Columbia (SIBDS@Columbia)",Departmental Authority,-,65
NIH,R25HL168795,RHL168795A,"Research Institute at
Nationwide`s Children`s
Hospital",Ohio,UNITED STATES,6/16/2025,-,-,-,-,"Research Experiences in Childhood Heart, Lung,
and Blood Science - REaCH LABS",Departmental Authority,-,65
NIH,R25MD007607,RMD007607F,"UNIVERSITY OF PUERTO
RICO MED SCIENCES",PUERTO RICO,UNITED STATES,5/29/2025,-,-,-,-,"Hispanic Clinical and Translational Research
Education and Career Development Program",Departmental Authority,-,65
NIH,R25MH080665,RMH080665D,Columbia University,NEW YORK,UNITED STATES,3/12/2025,-,-,-,-,"HIV Intervention Science Training Program for
Underrepresented Investigators",Departmental Authority,-,65
NIH,R25MH129792,RMH129792A,TEXAS A & M UNIVERSITY,Texas,UNITED STATES,5/27/2025,-,-,-,-,"Cultivating a Sustainable Neuroscience Research-
Intensive Community to Build Equity",Departmental Authority,-,65
NIH,R33TW011752,RTW011752C,Columbia University,NEW YORK,UNITED STATES,3/12/2025,-,-,-,-,"Preparing for pre-exposure prophylaxis
implementation in Central-Eastern European
Countries with low access to biomedical prevention",Departmental Authority,-,65
NIH,R34AA030035,RAA030035A,RHODE ISLAND HOSPITAL,RHODE ISLAND,UNITED STATES,3/21/2025,-,-,-,-,"Integrated Alcohol and Sexual Assault Prevention for
Bisexual Women",Departmental Authority,-,65
NIH,R34DA055503,RDA055503A,"FLORIDA STATE
UNIVERSITY",FLORIDA,UNITED STATES,3/21/2025,-,-,-,-,"Integration of Electronic SBI(RT) into an HIV Testing
Program to Reduce Substance Use and HIV risk
Behavior among MSM in Argentina",Departmental Authority,-,65
NIH,R34DA060534,RDA060534A,"UNIVERSITY OF OKLAHOMA
HEALTH SCIENCES CENTER",Oklahoma,UNITED STATES,12/5/2025,-,-,-,-,"Developing an Empowerment Theory-Based
Smoking Cessation Intervention for People with High
Levels of Social Stress",Bilateral Termination,-,65
NIH,R34MH129218,RMH129218A,"UNIVERSITY OF NORTH
CAROLINA AT CHAPEL HILL",North Carolina,UNITED STATES,3/25/2025,-,-,-,-,"Piloting a multi-level intervention to promote viral
suppression among transgender women living with
HIV",Departmental Authority,-,65
NIH,R34MH129785,RMH129785A,"VIRGINIA POLYTECHNIC
INSTITUTE & STATE
UNIVERSITY",Virginia,UNITED STATES,3/25/2025,-,-,-,-,"The BH-Works Suicide Prevention Program for
Sexual and Gender Minority Youth",Departmental Authority,-,65
NIH,R34MH133768,RMH133768A,"LURIE CHILDREN'S
HOSPITAL OF CHICAGO",ILLINOIS,UNITED STATES,3/21/2025,-,-,-,-,"Development and Preliminary Trial of a Digital
Transdiagnostic CBT Intervention for Transgender
Adolescents",Departmental Authority,-,65
NIH,R35ES030396,RES030396A,"UNIVERSITY OF
PITTSBURGH AT
PITTSBURGH",PENNSYLVANIA,UNITED STATES,4/28/2025,-,-,-,-,Excision Repair of Environmental Telomere Damage,Departmental Authority,-,65
NIH,R35GM118097,RGM118097B,RHODE ISLAND HOSPITAL,RHODE ISLAND,UNITED STATES,6/5/2025,-,-,-,-,"Mechanism of Immune Dysfunction and Morbid
Outcomes in Response to Shock/Sepsis",Departmental Authority,-,65
NIH,R35GM119426,RGM119426C,EMORY UNIVERSITY,GEORGIA,UNITED STATES,6/11/2025,-,-,-,-,"Natural Product-Inspired Approaches Toward The
Development Of Antivirulence And Species-Specific
Inhibitors",Departmental Authority,-,65
NIH,R35GM119652,RGM119652C,PURDUE UNIVERSITY,INDIANA,UNITED STATES,6/13/2025,-,-,-,-,"EXCITED-STATE CATALYSIS IN ORGANIC
SYNTHESIS",Departmental Authority,-,65
NIH,R35GM119707,RGM119707B,"PENNSYLVANIA STATE
UNIVERSITY, THE",PENNSYLVANIA,UNITED STATES,6/5/2025,-,-,-,-,"Mapping the structural basis for mechanistic diversity
in metalloenzyme superfamilies",Departmental Authority,-,65
NIH,R35GM122471,RGM122471C,UNIVERSITY OF VIRGINIA,VIRGINIA,UNITED STATES,5/29/2025,-,-,-,-,"Developmental origins and homeostatic mechanisms
underlying adult phenotypes",Bilateral Termination,-,65
NIH,R35GM124661,RGM124661C,PURDUE UNIVERSITY,INDIANA,UNITED STATES,9/9/2025,-,-,-,-,"Fluorination and Fluoroalkylation Strategies for
Synthetic and Medicinal Chemistry",Bilateral Termination,-,65
NIH,R35GM124791,RGM124791B,PURDUE UNIVERSITY,INDIANA,UNITED STATES,6/10/2025,-,-,-,-,"Transition Metal Catalyzed Reductive Carbene
Transfer Reactions",Departmental Authority,-,65
NIH,R35GM126917,RGM126917B,"Regents of the University of
Michigan",Michigan,UNITED STATES,2/13/2026,-,-,-,-,"Neural and genetic mechanisms underlying behavior
in C. elegans",Bilateral Termination,-,65
NIH,R35GM126929,RGM126929B,"UNIV OF TEXAS SYS
CANCER CTR, M D
ANDERSON HOSP/TUM INS",Texas,UNITED STATES,3/18/2026,-,-,-,-,"The molecular and genetic bases of diverse tissue
repair responses in postembryonic Drosophila",Bilateral Termination,-,65
NIH,R35GM131766,RGM131766B,"REGENTS OF THE
UNIVERSITY OF
CALIFORNIA, SAN
FRANCISCO, THE",California,UNITED STATES,3/3/2026,-,-,-,-,"Designing a new class of fluorescent reporters for
imaging dynamic cell signaling in live animals",Bilateral Termination,-,65
NIH,R35GM137929,RGM137929B,"UNIVERSITY OF
CALIFORNIA, DAVIS",California,UNITED STATES,3/13/2026,-,-,-,-,"Understanding the Mechanisms of Respiratory
Supercomplexes and mitochondrial Complex I",Bilateral Termination,-,65
NIH,R35GM139480,RGM139480A,DUKE UNIVERSITY,NORTH CAROLINA,UNITED STATES,6/1/2025,-,-,-,-,"Mechanisms of RNA localization and translational
regulation on the endoplasmic reticulum",Departmental Authority,-,66
NIH,R35GM140753,RGM140753A,"UNIVERSITY OF
PITTSBURGH AT
PITTSBURGH",PENNSYLVANIA,UNITED STATES,5/30/2025,-,-,-,-,"New Methods and Tools for Computational Drug
Discovery",Departmental Authority,-,66
NIH,R35GM140846,RGM140846A,"UNIVERSITY OF TENNESSEE
KNOXVILLE",TENNESSEE,UNITED STATES,5/28/2025,-,-,-,-,"Mechanisms of modulation of transmembrane
interactions",Departmental Authority,-,66
NIH,R35GM140854,RGM140854A,UNIVERSITY OF VIRGINIA,VIRGINIA,UNITED STATES,6/8/2025,-,-,-,-,"Interplay between circadian and reward pathways in
homeostatic response and pathology",Departmental Authority,-,66
NIH,R35GM141891,RGM141891A,CLEMSON UNIVERSITY,SOUTH CAROLINA,UNITED STATES,6/5/2025,-,-,-,-,"Diversity Supplement to Support Undergraduate
Research for the Parent MIRA Award R35
GM141891 Mechanistic Pharmacodynamic Modeling
for Drug Combinations",Departmental Authority,-,66
